origin	name	size	site	multiplicity	edge_num	like_weight_ratio	post_prob	classification	scientific_name	domain_id	domain_name	division_id	division_name	class_id	class_name
COG0249.aligned	.1-.8_coastal_FGI7SFI01A1MOD_8	.1-.8	coastal	1	1744	0.221824	0.309278	237	Flavobacterium	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0178.aligned	.1-.8_coastal_FGI7SFI01A1MQK_8	.1-.8	coastal	1	2819	0.447658	0.398001	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0653.aligned	.1-.8_coastal_FGI7SFI01A1MYY_15	.1-.8	coastal	1	436	0.796019	0.561355	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0652.aligned	.1-.8_coastal_FGI7SFI01A1NAW_12	.1-.8	coastal	1	2014	0.591553	0.632665	468	Moraxellaceae	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG4177.aligned	.1-.8_coastal_FGI7SFI01A1NM1_5	.1-.8	coastal	1	1771	1	1	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1191.aligned	.1-.8_coastal_FGI7SFI01A1NRJ_12	.1-.8	coastal	1	1400	0.202527	0.288097	204434	Acidobacteriaceae	2	Bacteria	131550	Fibrobacteres/Acidobacteria group	57723	Acidobacteria
COG0113.aligned	.1-.8_coastal_FGI7SFI01A1OSF_6	.1-.8	coastal	1	807	0.919994	0.903561	338191	Nitrosopumilus	2157	Archaea	651137	Thaumarchaeota	31932	Nitrosopumilales
COG0519.aligned	.1-.8_coastal_FGI7SFI01A1OST_14	.1-.8	coastal	1	710	0.508072	0.561053	58840	unclassified Rhodobacteraceae	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1185.aligned	.1-.8_coastal_FGI7SFI01A1OX4_5	.1-.8	coastal	1	532	0.202053	0.275248	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG2929.aligned	.1-.8_coastal_FGI7SFI01A1P3G_4	.1-.8	coastal	1	529	1	1	482	Neisseria	2	Bacteria	1224	Proteobacteria	28216	Betaproteobacteria
COG5405.aligned	.1-.8_coastal_FGI7SFI01A1P5P_5	.1-.8	coastal	1	1461	1	1	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG4608.aligned	.1-.8_coastal_FGI7SFI01A1P92_5	.1-.8	coastal	1	1606	1	1	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0694.aligned	.1-.8_coastal_FGI7SFI01A1PA2_3	.1-.8	coastal	1	1026	0.902831	0.916616	54526	SAR11 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0209.aligned	.1-.8_coastal_FGI7SFI01A1PBZ_14	.1-.8	coastal	1	905	0.716335	0.695145	880158	unclassified Prasinovirus	10239	Viruses	10501	Phycodnaviridae	181084	Prasinovirus
COG5265.aligned	.1-.8_coastal_FGI7SFI01A1PCX_14	.1-.8	coastal	1	3061	0.442113	0.512414	194	Campylobacter	2	Bacteria	1224	Proteobacteria	68525	delta/epsilon subdivisions
COG1160.aligned	.1-.8_coastal_FGI7SFI01A1PD9_7	.1-.8	coastal	1	2372	0.847588	0.836526	62654	SAR116 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG3794.aligned	.1-.8_coastal_FGI7SFI01A1PF1_13	.1-.8	coastal	1	35	0.283732	0.409191	2157	Archaea	2157	Archaea	-1	NULL	-1	NULL
COG0061.aligned	.1-.8_coastal_FGI7SFI01A1PHH_12	.1-.8	coastal	1	3562	0.456137	0.5681	54526	SAR11 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0151.aligned	.1-.8_coastal_FGI7SFI01A1PHK_7	.1-.8	coastal	1	2734	0.530585	0.681468	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0050.aligned	.1-.8_coastal_FGI7SFI01A1PQI_11	.1-.8	coastal	1	2532	0.299042	0.253237	135622	Alteromonadales	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG2890.aligned	.1-.8_coastal_FGI7SFI01A1PRU_16	.1-.8	coastal	1	3701	0.293396	0.476764	584	Proteus mirabilis	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG2046.aligned	.1-.8_coastal_FGI7SFI01A1PRX_7	.1-.8	coastal	1	987	0.990563	0.994779	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG2721.aligned	.1-.8_coastal_FGI7SFI01A1PW2_7	.1-.8	coastal	1	732	0.482138	0.714469	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1012.aligned	.1-.8_coastal_FGI7SFI01A1Q8T_4	.1-.8	coastal	1	2372	0.653674	0.611611	191394	Deferribacteraceae	2	Bacteria	200930	Deferribacteres	68337	Deferribacteres
COG0482.aligned	.1-.8_coastal_FGI7SFI01A1QE7_9	.1-.8	coastal	1	611	0.900142	0.93176	744995	OMG group	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0141.aligned	.1-.8_coastal_FGI7SFI01A1QM1_13	.1-.8	coastal	1	1284	0.317337	0.353848	379	Rhizobium	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0816.aligned	.1-.8_coastal_FGI7SFI01A1R3N_13	.1-.8	coastal	1	1773	0.359131	0.373251	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0441.aligned	.1-.8_coastal_FGI7SFI01A1R3Q_13	.1-.8	coastal	1	3046	0.971913	0.980215	414999	Opitutae	2	Bacteria	51290	Chlamydiae/Verrucomicrobia group	74201	Verrucomicrobia
COG0834.aligned	.1-.8_coastal_FGI7SFI01A1R40_8	.1-.8	coastal	1	4331	1	1	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG4770.aligned	.1-.8_coastal_FGI7SFI01A1R4R_14	.1-.8	coastal	1	3886	0.823968	0.969987	171	Leptospira	2	Bacteria	203691	Spirochaetes	203692	Spirochaetia
COG0244.aligned	.1-.8_coastal_FGI7SFI01A1R7W_14	.1-.8	coastal	1	1737	0.254925	0.0759826	54526	SAR11 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0508.aligned	.1-.8_coastal_FGI7SFI01A1RHJ_6	.1-.8	coastal	1	319	0.958647	0.973572	70447	Ostreococcus	2759	Eukaryota	33090	Viridiplantae	3041	Chlorophyta
COG0458.aligned	.1-.8_coastal_FGI7SFI01A1RTJ_9	.1-.8	coastal	1	3792	0.480778	0.685019	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG4773.aligned	.1-.8_coastal_FGI7SFI01A1RW0_12	.1-.8	coastal	1	901	0.283399	0.296053	2759	Eukaryota	2759	Eukaryota	-1	NULL	-1	NULL
COG1071.aligned	.1-.8_coastal_FGI7SFI01A1RY0_6	.1-.8	coastal	1	3566	0.169333	0.269214	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0045.aligned	.1-.8_coastal_FGI7SFI01A1S1Q_13	.1-.8	coastal	1	1679	0.934033	0.984079	1760	Actinobacteria	2	Bacteria	201174	Actinobacteria	1760	Actinobacteria
COG4147.aligned	.1-.8_coastal_FGI7SFI01A1S3B_7	.1-.8	coastal	1	1003	0.941999	0.921017	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0331.aligned	.1-.8_coastal_FGI7SFI01A1S3H_7	.1-.8	coastal	1	4167	0.714734	0.683704	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG1109.aligned	.1-.8_coastal_FGI7SFI01A1S4U_6	.1-.8	coastal	1	5277	0.200347	0.202098	104264	Cellulophaga	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0389.aligned	.1-.8_coastal_FGI7SFI01A1S5N_14	.1-.8	coastal	1	495	0.624212	0.637057	186803	Lachnospiraceae	2	Bacteria	1239	Firmicutes	186801	Clostridia
COG0696.aligned	.1-.8_coastal_FGI7SFI01A1S7H_15	.1-.8	coastal	1	1777	1	1	62654	SAR116 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG2812.aligned	.1-.8_coastal_FGI7SFI01A1S8I_5	.1-.8	coastal	1	4802	0.912264	0.969845	118884	unclassified Gammaproteobacteria	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0069.aligned	.1-.8_coastal_FGI7SFI01A1SCZ_4	.1-.8	coastal	1	3755	0.938812	0.980963	54526	SAR11 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0521.aligned	.1-.8_coastal_FGI7SFI01A1SFU_12	.1-.8	coastal	1	3	0.810085	0.901584	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0486.aligned	.1-.8_coastal_FGI7SFI01A1SH7_6	.1-.8	coastal	1	3706	0.80727	0.811664	82117	unclassified Alphaproteobacteria	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0579.aligned	.1-.8_coastal_FGI7SFI01A1SML_8	.1-.8	coastal	1	719	0.314133	0.289326	68525	delta/epsilon subdivisions	2	Bacteria	1224	Proteobacteria	68525	delta/epsilon subdivisions
COG1410.aligned	.1-.8_coastal_FGI7SFI01A1SRV_14	.1-.8	coastal	1	1207	0.205385	0.270784	237	Flavobacterium	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG2225.aligned	.1-.8_coastal_FGI7SFI01A1SW1_19	.1-.8	coastal	1	200	0.663276	0.876114	54526	SAR11 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG2234.aligned	.1-.8_coastal_FGI7SFI01A1SYO_5	.1-.8	coastal	1	1708	0.779496	0.752188	458031	unclassified Acidobacteria	2	Bacteria	131550	Fibrobacteres/Acidobacteria group	57723	Acidobacteria
COG0745.aligned	.1-.8_coastal_FGI7SFI01A1T7Q_6	.1-.8	coastal	1	273	0.830096	0.799183	134623	Opitutaceae	2	Bacteria	51290	Chlamydiae/Verrucomicrobia group	74201	Verrucomicrobia
COG5505.aligned	.1-.8_coastal_FGI7SFI01A1TFQ_5	.1-.8	coastal	1	403	0.350278	0.394172	976	Bacteroidetes	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG2192.aligned	.1-.8_coastal_FGI7SFI01A1TLB_17	.1-.8	coastal	1	668	0.726346	0.811058	1219	Prochlorococcus marinus	2	Bacteria	1117	Cyanobacteria	1212	Prochlorales
COG0331.aligned	.1-.8_coastal_FGI7SFI01A1U0Q_15	.1-.8	coastal	1	1539	0.917562	0.931394	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0229.aligned	.1-.8_coastal_FGI7SFI01A1U7U_16	.1-.8	coastal	1	1064	0.993473	0.998906	53246	Pseudoalteromonas	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG1249.aligned	.1-.8_coastal_FGI7SFI01A1U8Y_6	.1-.8	coastal	1	785	0.787328	0.82889	62654	SAR116 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG2971.aligned	.1-.8_coastal_FGI7SFI01A1U92_14	.1-.8	coastal	1	762	0.990965	0.989351	31989	Rhodobacteraceae	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1221.aligned	.1-.8_coastal_FGI7SFI01A1UHF_14	.1-.8	coastal	1	889	0.299438	0.413374	1224	Proteobacteria	2	Bacteria	1224	Proteobacteria	-1	NULL
COG0141.aligned	.1-.8_coastal_FGI7SFI01A1UY2_7	.1-.8	coastal	1	2320	0.352049	0.620524	420266	Chaetocerotophycidae	2759	Eukaryota	33634	Stramenopiles	2836	Bacillariophyta
COG2265.aligned	.1-.8_coastal_FGI7SFI01A1V8H_5	.1-.8	coastal	1	2748	0.917078	0.967104	744995	OMG group	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG5598.aligned	.1-.8_coastal_FGI7SFI01A1VCR_9	.1-.8	coastal	1	258	0.48688	0.588478	2433	Roseobacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0258.aligned	.1-.8_coastal_FGI7SFI01A1VR7_4	.1-.8	coastal	1	439	0.60951	0.653467	570	Klebsiella	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG4146.aligned	.1-.8_coastal_FGI7SFI01A1VVO_5	.1-.8	coastal	1	177	0.711707	0.678567	563835	Chitinophagaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG1290.aligned	.1-.8_coastal_FGI7SFI01A1VWO_2	.1-.8	coastal	1	4820	0.995428	0.991209	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG4221.aligned	.1-.8_coastal_FGI7SFI01A1W2V_7	.1-.8	coastal	1	5554	0.991107	0.994877	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0004.aligned	.1-.8_coastal_FGI7SFI01A1W3R_15	.1-.8	coastal	1	2736	0.930638	0.979169	33807	unclassified Alphaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG4663.aligned	.1-.8_coastal_FGI7SFI01A1W5H_5	.1-.8	coastal	1	881	0.805409	0.857986	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0280.aligned	.1-.8_coastal_FGI7SFI01A1WCS_6	.1-.8	coastal	1	1924	0.810072	0.698437	62654	SAR116 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0414.aligned	.1-.8_coastal_FGI7SFI01A1WHX_9	.1-.8	coastal	1	68	0.180305	0.234079	1163	Anabaena	2	Bacteria	1117	Cyanobacteria	1161	Nostocales
COG1974.aligned	.1-.8_coastal_FGI7SFI01A1WIW_16	.1-.8	coastal	1	2318	0.210908	0.200548	171549	Bacteroidales	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG1173.aligned	.1-.8_coastal_FGI7SFI01A1WMO_3	.1-.8	coastal	1	1010	0.333868	0.415076	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0820.aligned	.1-.8_coastal_FGI7SFI01A1WU9_13	.1-.8	coastal	1	575	0.745965	0.88222	118884	unclassified Gammaproteobacteria	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0559.aligned	.1-.8_coastal_FGI7SFI01A1WXE_17	.1-.8	coastal	1	1538	0.299829	0.239132	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG3622.aligned	.1-.8_coastal_FGI7SFI01A1XBN_4	.1-.8	coastal	1	815	0.195928	0.198648	104264	Cellulophaga	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0407.aligned	.1-.8_coastal_FGI7SFI01A1Y3N_10	.1-.8	coastal	1	1988	0.724259	0.832346	54526	SAR11 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG2148.aligned	.1-.8_coastal_FGI7SFI01A1Y88_13	.1-.8	coastal	1	1786	0.744813	0.799279	84566	Sphingobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0821.aligned	.1-.8_coastal_FGI7SFI01A1Y8S_13	.1-.8	coastal	1	419	0.99248	0.987982	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0621.aligned	.1-.8_coastal_FGI7SFI01A1YDF_14	.1-.8	coastal	1	2335	0.571436	0.667272	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0539.aligned	.1-.8_coastal_FGI7SFI01A1YJU_11	.1-.8	coastal	1	2704	0.24265	0.123136	6237	Caenorhabditis	2759	Eukaryota	33154	Opisthokonta	33208	Metazoa
COG0145.aligned	.1-.8_coastal_FGI7SFI01A1YUE_9	.1-.8	coastal	1	563	0.55882	0.635246	76892	Caulobacteraceae	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG2086.aligned	.1-.8_coastal_FGI7SFI01A1YVM_13	.1-.8	coastal	1	2442	0.879324	0.904251	118884	unclassified Gammaproteobacteria	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0793.aligned	.1-.8_coastal_FGI7SFI01A1YXE_3	.1-.8	coastal	1	1983	0.382951	0.283162	83612	Psychroflexus	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG1674.aligned	.1-.8_coastal_FGI7SFI01A1YZN_9	.1-.8	coastal	1	3198	0.343911	0.280665	1016	Capnocytophaga	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG4993.aligned	.1-.8_coastal_FGI7SFI01A1Z6M_5	.1-.8	coastal	1	607	0.952509	0.970625	32008	Burkholderia	2	Bacteria	1224	Proteobacteria	28216	Betaproteobacteria
COG1195.aligned	.1-.8_coastal_FGI7SFI01A1ZJP_7	.1-.8	coastal	1	2976	0.404547	0.529027	135614	Xanthomonadales	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0796.aligned	.1-.8_coastal_FGI7SFI01A1ZMA_4	.1-.8	coastal	1	26	0.193722	0.203581	1578	Lactobacillus	2	Bacteria	1239	Firmicutes	91061	Bacilli
COG1012.aligned	.1-.8_coastal_FGI7SFI01A1ZST_7	.1-.8	coastal	1	833	0.963326	0.959657	54526	SAR11 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0178.aligned	.1-.8_coastal_FGI7SFI01A1ZUZ_12	.1-.8	coastal	1	3213	0.142895	0.160004	33807	unclassified Alphaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0254.aligned	.1-.8_coastal_FGI7SFI01A2066_4	.1-.8	coastal	1	1671	0.941298	0.9017	414999	Opitutae	2	Bacteria	51290	Chlamydiae/Verrucomicrobia group	74201	Verrucomicrobia
COG1825.aligned	.1-.8_coastal_FGI7SFI01A20P8_5	.1-.8	coastal	1	3679	0.917169	0.945468	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0604.aligned	.1-.8_coastal_FGI7SFI01A20PT_18	.1-.8	coastal	1	4148	0.19016	0.454946	200604	Tintinnida	2759	Eukaryota	33630	Alveolata	5878	Ciliophora
COG0012.aligned	.1-.8_coastal_FGI7SFI01A20PZ_5	.1-.8	coastal	1	2740	0.722201	0.843251	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0102.aligned	.1-.8_coastal_FGI7SFI01A20T4_16	.1-.8	coastal	1	1155	0.153288	0.15615	1129	Synechococcus	2	Bacteria	1117	Cyanobacteria	1301283	Oscillatoriophycideae
COG4649.aligned	.1-.8_coastal_FGI7SFI01A20U0_5	.1-.8	coastal	1	510	0.979449	0.982503	58840	unclassified Rhodobacteraceae	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0331.aligned	.1-.8_coastal_FGI7SFI01A21F8_9	.1-.8	coastal	1	2125	0.97651	0.994481	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0404.aligned	.1-.8_coastal_FGI7SFI01A21IZ_15	.1-.8	coastal	1	3507	0.603556	0.55316	744996	OM60 clade	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0708.aligned	.1-.8_coastal_FGI7SFI01A2281_3	.1-.8	coastal	1	2268	0.9956	0.99343	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0173.aligned	.1-.8_coastal_FGI7SFI01A22JO_5	.1-.8	coastal	1	753	0.783473	0.764152	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG1109.aligned	.1-.8_coastal_FGI7SFI01A22PH_12	.1-.8	coastal	1	389	1	1	442430	Coraliomargarita	2	Bacteria	51290	Chlamydiae/Verrucomicrobia group	74201	Verrucomicrobia
COG1210.aligned	.1-.8_coastal_FGI7SFI01A234V_9	.1-.8	coastal	1	916	1	1	1760	Actinobacteria	2	Bacteria	201174	Actinobacteria	1760	Actinobacteria
COG0056.aligned	.1-.8_coastal_FGI7SFI01A235S_16	.1-.8	coastal	1	1021	1	1	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0207.aligned	.1-.8_coastal_FGI7SFI01A23FB_21	.1-.8	coastal	1	61	0.497601	0.461352	196894	unclassified Siphoviridae	10239	Viruses	28883	Caudovirales	10699	Siphoviridae
COG0010.aligned	.1-.8_coastal_FGI7SFI01A23JN_5	.1-.8	coastal	1	435	0.177384	0.200375	663276	Sinorhizobium fredii group	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0308.aligned	.1-.8_coastal_FGI7SFI01A23YM_15	.1-.8	coastal	1	1529	0.372638	0.50451	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0740.aligned	.1-.8_coastal_FGI7SFI01A23ZB_5	.1-.8	coastal	1	4102	0.826289	0.846161	4107	Solanum	2759	Eukaryota	33090	Viridiplantae	35493	Streptophyta
COG0148.aligned	.1-.8_coastal_FGI7SFI01A244D_5	.1-.8	coastal	1	79	0.396828	0.408675	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG1981.aligned	.1-.8_coastal_FGI7SFI01A24FA_5	.1-.8	coastal	1	1252	0.36646	0.563624	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0524.aligned	.1-.8_coastal_FGI7SFI01A24FM_11	.1-.8	coastal	1	2005	0.396708	0.388798	744995	OMG group	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0860.aligned	.1-.8_coastal_FGI7SFI01A24G8_2	.1-.8	coastal	1	2384	0.56903	0.684192	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0057.aligned	.1-.8_coastal_FGI7SFI01A24H4_5	.1-.8	coastal	1	2638	0.220357	0.305805	2049	Actinomycetaceae	2	Bacteria	201174	Actinobacteria	1760	Actinobacteria
COG0358.aligned	.1-.8_coastal_FGI7SFI01A24M7_15	.1-.8	coastal	1	1057	0.847682	0.861591	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0129.aligned	.1-.8_coastal_FGI7SFI01A24WN_13	.1-.8	coastal	1	2991	0.994661	0.99774	69657	Hyphomonadaceae	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0129.aligned	.1-.8_coastal_FGI7SFI01A24WN_9	.1-.8	coastal	1	2991	0.960493	0.988614	69657	Hyphomonadaceae	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG3509.aligned	.1-.8_coastal_FGI7SFI01A25E3_13	.1-.8	coastal	1	1539	0.372361	0.317961	33852	Bacillariaceae	2759	Eukaryota	33634	Stramenopiles	2836	Bacillariophyta
COG0405.aligned	.1-.8_coastal_FGI7SFI01A25RB_12	.1-.8	coastal	1	443	0.996734	0.996845	744996	OM60 clade	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0486.aligned	.1-.8_coastal_FGI7SFI01A25SZ_9	.1-.8	coastal	1	2623	1	1	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0161.aligned	.1-.8_coastal_FGI7SFI01A25V9_13	.1-.8	coastal	1	2414	0.35343	0.365116	54409	Pelagomonadales	2759	Eukaryota	33634	Stramenopiles	35675	Pelagophyceae
COG0443.aligned	.1-.8_coastal_FGI7SFI01A266S_6	.1-.8	coastal	1	3380	0.310952	0.293825	979	Cellulophaga lytica	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0129.aligned	.1-.8_coastal_FGI7SFI01A26GS_7	.1-.8	coastal	1	2804	0.99054	0.98632	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1086.aligned	.1-.8_coastal_FGI7SFI01A26J4_12	.1-.8	coastal	1	2661	0.809533	0.740765	649777	Synergistaceae	2	Bacteria	508458	Synergistetes	649775	Synergistia
COG0050.aligned	.1-.8_coastal_FGI7SFI01A26JT_7	.1-.8	coastal	1	2552	0.641258	0.60606	286	Pseudomonas	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG1026.aligned	.1-.8_coastal_FGI7SFI01A26O4_17	.1-.8	coastal	1	1333	0.577824	0.556139	118884	unclassified Gammaproteobacteria	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG2838.aligned	.1-.8_coastal_FGI7SFI01A26W5_3	.1-.8	coastal	1	1174	0.885397	0.872756	469	Acinetobacter	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG2925.aligned	.1-.8_coastal_FGI7SFI01A271U_13	.1-.8	coastal	1	665	0.643766	0.687319	31989	Rhodobacteraceae	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0208.aligned	.1-.8_coastal_FGI7SFI01A2744_8	.1-.8	coastal	1	2930	0.874368	0.899692	196896	unclassified Myoviridae	10239	Viruses	28883	Caudovirales	10662	Myoviridae
COG0794.aligned	.1-.8_coastal_FGI7SFI01A274F_17	.1-.8	coastal	1	1152	1	1	204455	Rhodobacterales	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0604.aligned	.1-.8_coastal_FGI7SFI01A277Q_7	.1-.8	coastal	1	768	0.924161	0.943531	72276	Ectothiorhodospiraceae	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0074.aligned	.1-.8_coastal_FGI7SFI01A27GW_8	.1-.8	coastal	1	3564	0.58817	0.71088	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG3508.aligned	.1-.8_coastal_FGI7SFI01A27QU_6	.1-.8	coastal	1	300	0.733331	0.796927	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG1899.aligned	.1-.8_coastal_FGI7SFI01A27VI_5	.1-.8	coastal	1	1067	0.345233	0.401073	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0567.aligned	.1-.8_coastal_FGI7SFI01A27WY_14	.1-.8	coastal	1	837	0.336341	0.486755	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
